pl_name,disc_year,discoverymethod,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_bmasse,pl_dens,pl_eqt,pl_insol,pl_orbeccen,pl_orbincl,st_teff,st_rad,st_mass,st_lum,st_age,sy_dist
"TOI-2842 b",2023,"Transit",3.55140580000,0.0475000000,12.84549188,1.17596510590000e+02,117.59651059,0.304000,1471.00,781.8000,0.000000,84.42000,5910.00,1.265000,1.135000,0.24551,4.7000,460.99500000
"TOI-2977 b",2023,"Transit",2.35056140000,0.0338600000,13.15934334,5.33951723760000e+02,533.95172376,1.280000,1544.00,947.8000,0.000000,89.19000,5691.00,1.073000,0.936000,0.03703,9.8000,
"TOI-2583 A b",2023,"Transit",4.52072650000,0.0571000000,14.45958510,7.94571017500000e+01,79.45710175,0.144000,1456.00,750.9000,0.000000,88.16000,5936.00,1.477000,1.215000,0.38828,4.4000,566.18900000
"TOI-3023 b",2023,"Transit",3.90149710000,0.0505000000,16.43236571,1.97053612340000e+02,197.05361234,0.245000,1596.00,1084.0000,0.000000,88.90000,5760.00,1.668000,1.120000,0.44404,7.0000,389.91600000
"LHS 1903 c",2026,"Transit",6.22618500000,0.0538700000,2.04600000,4.55000000000000e+00,4.55000000,2.910000,559.00,16.2000,0.089000,,3664.00,0.539000,0.538000,-1.32451,7.0800,35.69170000
"HD 191939 b",2020,"Transit",8.88032560000,0.0804000000,3.41000000,1.00000000000000e+01,10.00000000,1.400000,880.00,100.0000,0.031000,88.10000,5348.00,0.940000,0.810000,-0.18709,8.7000,53.60890000
"HIP 948 b",2022,"Radial Velocity",24955.45756000000,15.0370000000,12.10000000,6.54726518420000e+03,6547.26518420,20.300000,,,0.230000,110.99800,4497.00,0.688488,0.710000,-0.75782,,34.85230000
"TOI-2587 A b",2023,"Transit",5.45664000000,0.0635000000,12.07207221,6.92865927260000e+01,69.28659273,0.216000,1445.00,728.0000,0.000000,84.81000,5760.00,1.726000,1.150000,0.47129,6.7000,373.67500000
"Kepler-32 b",2011,"Transit",5.90124000000,0.0500000000,2.20000000,1.30300000000000e+03,1303.00000000,0.460000,514.00,22.0250,0.000000,89.92000,3900.00,0.530000,0.580000,-1.29243,5.6000,323.84700000
"ZTF J1230-2655 b",2025,"Transit",0.23597766000,,13.78704626,7.02400779470000e+03,7024.00779470,,,,,86.70000,10000.00,0.012300,0.646000,-2.86000,,186.69000000
"TOI-3912 b",2023,"Transit",3.49362640000,0.0463000000,14.28024141,1.29038333242000e+02,129.03833324,0.243000,1512.00,872.2000,0.000000,85.64000,5725.00,1.392000,1.088000,0.27323,7.5000,465.99200000
"TOI-2818 b",2023,"Transit",4.03970900000,0.0493000000,15.27784069,2.25658168970000e+02,225.65816897,0.340000,1376.00,598.0000,0.000000,87.73000,5721.00,1.229000,0.977000,0.16435,9.5000,312.67400000
"Oph 11 b",2006,"Imaging",7300000.00000000000,243.0000000000,12.30000000,4.44962000000000e+03,4449.62000000,13.100000,2175.00,,,,2375.00,0.232692,0.016000,-2.77000,5.0000,136.16559197
"TOI-411 c",2022,"Transit",9.57308300000,0.1017000000,2.32800000,9.72000000000000e+00,9.72000000,3.150000,931.00,156.7500,0.160000,88.57000,6169.00,1.117000,1.098000,0.20919,2.5000,62.77920000
"TIC 257060897 b",2021,"Transit",3.66003639000,0.0492200000,17.26183028,2.01503210038000e+02,201.50321004,0.215000,1775.00,1804.5549,0.039000,84.55000,5993.00,1.863000,1.187000,0.60531,5.6000,505.70300000
"Kepler-24 e",2014,"Transit",18.99835500000,0.1380000000,2.78000000,2.62118000000000e+01,26.21180000,0.310000,792.00,81.5060,0.000000,79.72000,5897.00,1.289000,1.046000,0.06400,3.0200,1156.81000000
"TOI-3807 b",2023,"Transit",2.89897270000,0.0421000000,18.49481816,3.30541543280000e+02,330.54154328,0.289000,1646.00,1230.0000,0.000000,80.81000,5772.00,1.468000,1.181000,0.33244,5.6000,421.74500000
"HATS-54 b",2019,"Transit",2.54417650000,0.0370000000,11.37711541,2.39324790471000e+02,239.32479047,0.770000,1429.00,476.9650,0.000000,83.67000,5621.00,1.230000,1.050000,0.11461,7.9600,748.58500000
"TOI-2525 b",2023,"Transit",23.28560000000,0.1511000000,8.67575106,2.66975861880000e+01,26.69758619,0.225000,512.97,16.3643,0.170000,89.50000,5096.00,0.785000,0.849000,-0.44009,3.9900,395.39800000
"TOI-4463 A b",2023,"Transit",2.88071980000,0.0403600000,13.26022417,2.52355755158000e+02,252.35575516,0.595000,1395.00,633.0000,0.000000,83.82000,5640.00,1.062000,1.056000,0.01115,4.1000,173.11700000
"K2-136 d",2017,"Transit",25.57500000000,0.1538000000,1.56500000,3.00000000000000e+00,3.00000000,4.300000,420.00,7.0700,0.071000,89.40000,4500.00,0.677000,0.742000,-0.77650,0.6500,59.24740000
"HIP 70849 b",2009,"Radial Velocity",3649.00000000000,3.9900000000,12.90000000,1.43022783150000e+03,1430.22783150,3.660000,,,0.650000,96.00000,4105.00,0.633112,0.650000,-1.04817,3.0000,24.05720000
"TOI-2338 b",2023,"Transit",22.65398000000,0.1580000000,11.20898070,1.90061387386000e+03,1900.61387386,7.420000,799.00,13.8485,0.676000,89.52000,5581.00,1.050000,0.990000,-0.01323,7.0000,313.99600000
"Kepler-106 e",2014,"Transit",43.84450000000,0.2400600000,2.56000000,1.11700000000000e+01,11.17000000,3.100000,531.00,20.2940,0.000000,88.27000,5858.00,1.040000,1.000000,0.08255,4.8300,444.32200000
"TOI-2589 b",2023,"Transit",61.62770000000,0.3000000000,12.10569916,1.11239942450000e+03,1112.39942450,3.450000,592.00,21.7464,0.522000,89.17000,5579.00,1.070000,0.930000,-0.00436,11.0000,200.27300000
"TOI-942 c",2020,"Transit",10.15627200000,0.0859800000,4.67000000,3.70000000000000e+01,37.00000000,,,,0.320000,89.16000,4969.00,0.894000,0.822000,-0.35853,0.0530,152.60100000
"TOI-733 b",2023,"Transit",4.88476500000,0.0618000000,1.99200000,5.72000000000000e+00,5.72000000,3.980000,1055.80,207.1000,0.046000,88.85000,5585.00,0.949000,0.956000,-0.08619,4.4000,75.20920000
"Kepler-128 c",2013,"Transit",22.80000000000,0.1651700000,1.52100000,3.38000000000000e+00,3.38000000,5.237935,843.00,130.9790,0.037000,89.53000,6072.00,1.659000,1.184000,0.57542,4.0700,396.37900000
"Kepler-102 d",2014,"Transit",10.31176700000,0.0861800000,1.15400000,3.00000000000000e+00,3.00000000,10.700000,686.00,36.9000,0.092000,89.49000,4909.00,0.724000,0.803000,-0.58436,1.1000,107.79600000
"TOI-942 b",2020,"Transit",4.32421000000,0.0486600000,3.89000000,1.60000000000000e+01,16.00000000,,1120.00,261.8580,0.340000,89.96600,4969.00,0.894000,0.822000,-0.35853,0.0530,152.60100000
"HD 80883 b",2022,"Radial Velocity",6383.78352000000,6.4620000000,12.80000000,1.74805623850000e+03,1748.05623850,4.580000,,,0.203000,141.31200,5177.91,0.814842,0.880000,-0.36654,,34.60110000
"Kepler-83 c",2012,"Transit",20.09000000000,0.1179600000,2.36000000,2.03000000000000e+00,2.03000000,0.380000,362.00,5.9000,0.000000,87.49000,4082.00,0.610000,0.660000,-1.10237,3.0900,400.40900000
"CoRoT-27 b",2014,"Transit",3.57532000000,0.0476000000,11.28700000,3.30211000000000e+03,3302.11000000,12.600000,1500.00,,0.065000,86.70000,5900.00,1.080000,1.050000,-0.16641,4.2100,1010.28000000
"K2-131 b",2017,"Transit",0.36930380000,0.0093600000,1.69000000,7.90000000000000e+00,7.90000000,8.800000,2223.00,4070.0000,0.000000,85.00000,5120.00,0.759500,0.803000,-0.47906,5.3000,152.50900000
"K2-141 b",2018,"Transit",0.28032440000,0.0074700000,1.51000000,4.97000000000000e+00,4.97000000,7.930000,2103.00,3260.0000,0.000000,86.30000,4570.00,0.681000,0.708000,-0.75000,6.3000,61.87360000
"K2-141 c",2018,"Transit",7.74850000000,0.0683000000,7.00000000,8.00000000000000e+00,8.00000000,0.081000,695.00,39.1000,0.092000,87.20000,4570.00,0.681000,0.708000,-0.75000,6.3000,61.87360000
"Kepler-102 e",2013,"Transit",16.14569940000,0.1162000000,2.17000000,4.70000000000000e+00,4.70000000,2.500000,590.00,20.3000,0.089000,89.48800,4909.00,0.724000,0.803000,-0.58436,1.1000,107.79600000
"Kepler-68 b",2013,"Transit",5.39875259000,0.0613500000,2.35700000,8.03000000000000e+00,8.03000000,3.370000,1275.00,441.0000,0.090000,87.23000,5847.00,1.256400,1.057000,0.23106,6.8400,144.16600000
"TOI-2152 A b",2023,"Transit",3.37735120000,0.0506400000,14.35870428,8.99454391810000e+02,899.45439181,1.670000,1802.00,2195.7879,0.057000,86.42000,6630.00,1.612000,1.516000,0.65321,0.8300,303.00600000
"TOI-2154 b",2023,"Transit",3.82408010000,0.0513000000,16.28664896,2.92402134440000e+02,292.40213444,0.370000,1580.00,1005.8946,0.117000,83.37000,6280.00,1.396000,1.233000,0.43457,2.9000,296.46000000
"K2-136 c",2017,"Transit",17.30713000000,0.1185000000,3.00000000,1.81000000000000e+01,18.10000000,3.690000,470.00,11.9100,0.047000,89.70000,4500.00,0.677000,0.742000,-0.77650,0.6500,59.24740000
"OGLE-TR-56 b",2002,"Transit",1.21191890000,0.0238300000,15.27800000,4.41770000000000e+02,441.77000000,0.680000,2212.00,,0.000000,77.60000,6050.00,1.363000,1.228000,0.35000,3.0000,282.83913869
"Kepler-78 b",2013,"Transit",0.35500745000,0.0090100000,1.20100000,1.68000000000000e+00,1.68000000,5.330000,2223.00,4070.0000,0.000000,75.20000,5058.00,0.747500,0.779000,-0.49785,0.6250,124.37600000
"KOI-1843.03",2013,"Transit",0.17689130000,0.0050000000,0.61000000,8.00000000000000e+00,8.00000000,,1654.00,,,72.00000,3584.00,0.450000,0.460000,-1.35426,4.7900,134.31100000
"K2-416 b",2023,"Transit",13.10200000000,0.0880000000,2.66000000,1.65270771640000e+03,1652.70771640,,447.00,,,89.25000,3746.00,0.554000,0.548000,-1.27003,,120.31100000
"TOI-4791 b",2023,"Transit",4.28088000000,0.0555000000,12.44196858,7.34183620170000e+02,734.18362017,2.090000,1472.00,783.2000,0.000000,85.55000,6058.00,1.409000,1.242000,0.38021,3.3000,328.80200000
"Kepler-68 d",2013,"Radial Velocity",632.62000000000,1.4690000000,13.90000000,2.67000000000000e+02,267.00000000,0.546000,,,0.102000,,5847.00,1.256400,1.057000,0.23106,6.8400,144.16600000
"WASP-80 b",2012,"Transit",3.06785234000,0.0344000000,11.19779100,1.70992540000000e+02,170.99254000,0.717000,825.00,72.4420,0.002000,89.02000,4143.00,0.586000,0.577000,-1.03998,7.0000,49.78760000
"TOI-2025 b",2022,"Transit",8.87209820000,0.0892000000,11.89272852,1.14418226520000e+03,1144.18226520,3.740000,1166.00,343.7178,0.394000,88.65000,5977.00,1.459000,1.199000,0.38739,4.5000,335.98500000
"CoRoT-35 b",2022,"Transit",3.22748000000,0.0429000000,18.83108758,3.49611247700000e+02,349.61124770,0.290000,1747.00,,0.000000,84.10000,6390.00,1.650000,1.010000,0.36247,6.1000,1123.21000000
"TOI-2498 b",2023,"Transit",3.73825200000,0.0491000000,6.06000000,3.46200000000000e+01,34.62000000,0.860000,1443.00,790.4759,0.089000,87.12000,5905.00,1.260000,1.120000,0.27089,3.6000,275.26500000
"HD 155918 c",2022,"Radial Velocity",17202.19446000000,13.1830000000,12.80000000,1.87804805696300e+03,1878.04805696,4.920000,,,0.071000,31.77100,5771.84,1.019060,1.030000,0.01635,12.3000,27.56100000
"TOI-2000 c",2023,"Transit",9.12705500000,0.0878000000,8.14000000,8.17000000000000e+01,81.70000000,0.829000,1038.00,149.0000,0.063000,87.86000,5611.00,1.134000,1.082000,0.05956,5.3000,175.71300000
"TOI-2000 b",2023,"Transit",3.09833000000,0.0427100000,2.70000000,1.10000000000000e+01,11.00000000,3.070000,1488.00,628.0000,0.000000,84.59000,5611.00,1.134000,1.082000,0.05956,5.3000,175.71300000
"GJ 680 b",2022,"Radial Velocity",17281.66514000000,10.1380000000,12.00000000,7.97749301570000e+03,7977.49301570,25.400000,,,0.381000,21.98400,3563.00,0.459330,0.456000,-1.51379,,9.67315000
"Kepler-37 c",2013,"Transit",21.30184800000,0.1390000000,0.75500000,1.30000000000000e+00,1.30000000,15.000000,615.00,23.9000,0.099000,89.07000,5357.00,0.789000,0.790000,-0.32187,7.6000,63.92070000
"Kepler-37 b",2013,"Transit",13.36702000000,0.1019000000,0.30980000,7.90000000000000e-01,0.79000000,140.000000,718.00,44.5000,0.098000,88.63000,5357.00,0.789000,0.790000,-0.32187,7.6000,63.92070000
"TOI-778 b",2023,"Transit",4.63361100000,0.0600000000,15.40000000,8.78000000000000e+02,878.00000000,1.300000,1561.00,734.6720,0.210000,84.70000,6643.00,1.710000,1.400000,0.76042,1.9500,161.74300000
"Kepler-416 b",2014,"Transit Timing Variations",6.31900000000,0.0674000000,2.48000000,5.82000000000000e+01,58.20000000,21.000000,986.00,224.0890,0.000000,85.42000,5718.00,1.075000,1.000000,0.02791,2.6900,690.81900000
"HD 97048 b",2019,"Disk Kinematics",,130.0000000000,13.30000000,7.94575000000000e+02,794.57500000,1.860000,,,,40.00000,10000.00,2.250000,2.400000,1.60206,0.0030,183.85700000
"GJ 1252 b",2020,"Transit",0.51823310000,0.0091500000,1.19300000,1.32000000000000e+00,1.32000000,4.200000,1089.00,233.0000,0.000000,85.00000,3458.00,0.391000,0.381000,-1.70774,3.9000,20.37300000
"Kepler-19 b",2011,"Transit",9.28699000000,0.0846000000,2.20900000,6.10000000000000e+00,6.10000000,3.100000,851.00,87.6000,0.410000,89.94000,5541.00,0.859000,0.936000,-0.16056,1.9000,218.56200000
"Kepler-68 c",2013,"Transit",9.60502700000,0.0900800000,0.97900000,1.30000000000000e+00,1.30000000,7.500000,1052.00,204.0000,0.099000,87.07100,5847.00,1.256400,1.057000,0.23106,6.8400,144.16600000
"TOI-4127 b",2023,"Transit",56.39879000000,0.3081000000,12.28504285,7.31005336100000e+02,731.00533610,2.170000,605.10,22.3000,0.747100,89.30000,6096.00,1.293000,1.230000,0.31639,4.8000,319.63200000
"TOI-244 b",2023,"Transit",7.39722500000,0.0559000000,1.52000000,2.68000000000000e+00,2.68000000,4.200000,458.00,7.3000,,88.32000,3433.00,0.426000,0.428000,-1.64264,7.0000,22.03370000
"HD 191939 c",2020,"Transit",28.57974300000,0.1752000000,3.19500000,8.00000000000000e+00,8.00000000,1.350000,600.00,21.0000,0.034000,89.10000,5348.00,0.940000,0.810000,-0.18709,8.7000,53.60890000
"TOI-1243 b",2026,"Transit",4.65947790000,,2.33000000,7.70000000000000e+00,7.70000000,3.300000,450.00,17.2664,,88.24000,3515.00,0.511000,0.515000,-1.44551,,43.18650000
"HD 191939 d",2020,"Transit",38.35303700000,0.2132000000,2.99500000,2.80000000000000e+00,2.80000000,0.570000,540.00,14.3000,0.031000,89.49000,5348.00,0.940000,0.810000,-0.18709,8.7000,53.60890000
"NGTS-16 b",2021,"Transit",4.84532000000,0.0523000000,14.57167491,2.11991547469000e+02,211.99154747,0.380000,1177.00,480.0000,0.000000,,5550.00,1.213000,1.002000,0.11732,10.2900,898.16800000
"Kepler-553 b",2016,"Transit",4.03046700000,0.0476600000,4.74139884,1.16007368555000e+02,116.00736855,,1089.00,235.0000,0.000000,88.94000,5191.00,0.902000,0.889000,-0.27084,8.8000,728.52500000
"Kepler-83 b",2012,"Transit",9.77000000000,0.0729500000,2.83000000,2.94000000000000e+00,2.94000000,0.830000,460.00,15.4120,0.000000,89.84000,4082.00,0.610000,0.660000,-1.10237,3.0900,400.40900000
"Kepler-102 f",2014,"Transit",27.45359200000,0.1656000000,0.86100000,4.30000000000000e+00,4.30000000,37.000000,495.00,10.0000,0.100000,89.32000,4909.00,0.724000,0.803000,-0.58436,1.1000,107.79600000
"Kepler-102 b",2014,"Transit",5.28696500000,0.0552100000,0.46000000,1.10000000000000e+00,1.10000000,62.000000,857.00,90.0000,0.100000,89.78000,4909.00,0.724000,0.803000,-0.58436,1.1000,107.79600000
"TOI-908 b",2023,"Transit",3.18379200000,0.0416570000,3.18600000,1.61370000000000e+01,16.13700000,2.742000,1317.00,80.8840,0.132000,86.47500,5626.00,1.028000,0.950000,-0.03953,4.6000,175.74800000
"HD 136118 b",2022,"Radial Velocity",1187.59765000000,2.3270000000,12.30000000,4.16418778851400e+03,4164.18778851,12.300000,,,0.344000,116.77900,6097.00,1.677540,1.180000,0.56868,,51.43590000
"GJ 357 b",2019,"Transit",3.93060000000,0.0360000000,1.20000000,1.84000000000000e+00,1.84000000,5.600000,518.00,12.6000,,89.22800,3505.00,0.337000,0.342000,-1.79833,,9.44181000
"TOI-2095 b",2023,"Transit",17.66484000000,0.1010000000,1.25000000,4.10000000000000e+00,4.10000000,,347.00,3.4300,0.000000,89.67000,3759.00,0.440000,0.440000,-1.45892,1.0000,41.91760000
"TOI-1470 c",2023,"Transit",18.08816000000,0.1060000000,2.47000000,7.24000000000000e+00,7.24000000,2.660000,373.00,3.3500,0.500000,89.47000,3709.00,0.469000,0.471000,-1.42481,1.3000,51.95030000
"TOI-5293 A b",2023,"Transit",2.93028900000,0.0340000000,11.90000000,1.70400000000000e+02,170.40000000,0.560000,675.00,34.6000,0.380000,88.80000,3586.00,0.520000,0.540000,-1.37414,2.9000,162.22900000
"TOI-622 b",2023,"Transit",6.40251300000,0.0708000000,9.23620010,9.63020073210000e+01,96.30200732,0.507000,1388.00,602.0000,0.420000,86.62000,6400.00,1.415000,1.313000,0.47407,0.9000,123.29700000
"TOI-4010 b",2023,"Transit",1.34833500000,0.0229000000,3.02000000,1.10000000000000e+01,11.00000000,2.200000,1441.00,714.0000,0.030000,88.10000,4960.00,0.830000,0.880000,-0.39960,6.1000,177.50400000
"GJ 367 b",2021,"Transit",0.32192250000,0.0070900000,0.69900000,6.33000000000000e-01,0.63300000,10.200000,1365.00,579.0000,0.060000,79.89000,3522.00,0.458000,0.455000,-1.53910,,9.41263000
"TOI-2641 b",2023,"Transit",4.88097400000,0.0607000000,18.10250383,1.22681765102000e+02,122.68176510,0.092000,1387.00,602.0000,0.180000,83.75000,6100.00,1.336000,1.160000,0.34044,10.8000,344.04500000
"HD 284149 AB b",2017,"Imaging",,431.1600000000,12.00000000,8.35253053596000e+03,8352.53053596,26.600000,2395.00,,,,6035.00,1.360000,1.130000,0.34242,0.0250,117.80700000
"Kepler-54 c",2012,"Transit",12.07172490000,0.0809000000,1.23000000,7.00000000000000e-01,0.70000000,2.376368,395.00,3.0700,0.000000,89.96000,3705.00,0.500000,0.510000,-1.30103,4.8300,271.70100000
"HIP 54597 b",2023,"Radial Velocity",3274.00000000000,4.0000000000,13.30000000,7.62788176800000e+02,762.78817680,1.780000,,0.0143,0.030000,116.00000,4799.00,0.660000,0.800000,-0.68194,4.3000,39.74290000
"TOI-1235 b",2020,"Transit",3.44471400000,0.0384500000,1.69000000,6.69000000000000e+00,6.69000000,7.250000,775.00,60.3000,0.049000,88.90000,3997.00,0.619000,0.630000,-1.05404,5.3000,39.63450000
"WASP-84 b",2014,"Transit",8.52349648000,0.0778000000,10.72000000,2.20000000000000e+02,220.00000000,0.980000,732.00,34.6952,0.000000,88.29200,5280.00,0.768000,0.853000,-0.32500,2.1000,100.58800000
"TOI-2018 b",2023,"Transit",7.43558300000,,2.26800000,9.20000000000000e+00,9.20000000,4.330000,576.34,26.0758,0.000000,88.52000,4174.00,0.620000,0.570000,-1.00000,,27.99560000
"K2-222 b",2018,"Transit",15.38892740000,0.1186000000,2.27500000,7.50000000000000e+00,7.50000000,3.721139,803.00,95.0000,0.021000,88.91000,5942.00,1.072000,0.940000,0.12710,7.1000,101.32100000
"K2-263 b",2018,"Transit",50.81917200000,0.2573000000,2.51300000,1.54000000000000e+01,15.40000000,5.650354,482.00,8.1700,0.080000,89.27100,5368.00,0.850000,0.880000,-0.25964,7.0000,162.48100000
"HR 8799 b",2008,"Imaging",170000.00000000000,68.0000000000,13.00000000,2.00000000000000e+03,2000.00000000,5.000000,1200.00,,,30.27000,7204.58,1.493380,1.500000,0.69197,0.0600,41.24410000
"HR 8799 c",2008,"Imaging",69000.00000000000,38.0000000000,13.00000000,3.00000000000000e+03,3000.00000000,7.500000,1200.00,,0.500000,29.43000,7204.58,1.493380,1.500000,0.69197,0.0600,41.24410000
"HR 8799 d",2008,"Imaging",37000.00000000000,24.0000000000,13.00000000,3.00000000000000e+03,3000.00000000,7.500000,1300.00,,0.600000,38.63000,7204.58,1.493380,1.500000,0.69197,0.0600,41.24410000
"HR 8799 e",2010,"Imaging",20815.60000000000,16.4000000000,13.11453000,3.17830000000000e+03,3178.30000000,7.740000,1150.00,,0.150000,25.00000,7400.00,1.493380,1.510000,0.73347,0.0300,41.24410000
"MOA-2007-BLG-192L b",2008,"Microlensing",,2.0200000000,3.58000000,1.24900000000000e+01,12.49000000,1.500000,,,,,,,0.280000,,,2160.00000000
"EPIC 220674823 b",2016,"Transit",0.57130782000,0.0132000000,1.60600000,7.54000000000000e+00,7.54000000,10.684836,2324.00,4656.0000,0.000000,88.50000,5578.00,0.990000,0.913000,-0.11919,7.5000,244.59000000
"EPIC 220674823 c",2016,"Transit",13.34060300000,0.1078000000,2.71200000,7.90000000000000e+00,7.90000000,2.336119,838.00,70.0000,0.180000,89.34000,5578.00,0.990000,0.913000,-0.11919,7.5000,244.59000000
"LHS 3844 b",2019,"Transit",0.46292970900,0.0062400000,1.28600000,2.37000000000000e+00,2.37000000,6.150000,816.00,73.6700,0.000000,88.90000,3080.00,0.189000,0.151000,-2.56543,7.8000,14.88460000
"LP 791-18 c",2019,"Transit",4.98991000000,0.0296100000,2.48800000,7.16000000000000e+00,7.16000000,2.560000,324.40,2.6370,0.000100,89.94000,2960.00,0.182000,0.139000,-2.63827,0.5000,26.49270000
"TOI-1333 b",2021,"Transit",4.72021900000,0.0626000000,15.64776400,7.53257100000000e+02,753.25710000,1.080000,1679.00,1112.8500,0.073000,85.70000,6274.00,1.925000,1.464000,0.71349,2.3300,200.49200000
"TOI-1634 b",2021,"Transit",0.98934551000,0.0154400000,1.75900000,4.90000000000000e+00,4.90000000,5.282044,900.00,121.0000,0.000000,86.66000,3550.00,0.450000,0.502000,-1.53910,,35.27360000
"LP 791-18 d",2023,"Transit",2.75485000000,0.0199200000,1.03200000,9.10000000000000e-01,0.91000000,4.560000,395.50,5.8300,0.001100,89.34000,2960.00,0.182000,0.139000,-2.63827,0.5000,26.49270000
"Kepler-51 e",2024,"Transit Timing Variations",264.28400000000,,2.18000000,5.40000000000000e+00,5.40000000,2.860000,,,0.020000,,5674.00,0.870000,0.960000,-0.14170,0.7000,783.83100000
"Kepler-51 d",2014,"Transit",130.19400000000,0.5090000000,9.70000000,7.60000000000000e+00,7.60000000,0.046000,381.00,2.4660,0.008000,89.91000,6018.00,0.940000,1.040000,-0.14170,0.3000,783.83100000
"Kepler-51 c",2012,"Transit",85.31200000000,0.3840000000,9.00000000,4.00000000000000e+00,4.00000000,0.030000,439.00,4.3310,0.014000,89.44000,6018.00,0.940000,1.040000,-0.14170,0.3000,783.83100000
"Kepler-51 b",2012,"Transit",45.15400000000,0.2514000000,7.10000000,2.10000000000000e+00,2.10000000,0.030000,543.00,10.1190,0.040000,89.78000,6018.00,0.940000,1.040000,-0.14170,0.3000,783.83100000
"K2-79 b",2016,"Transit",10.99503900000,0.0987000000,4.15000000,5.90000000000000e+00,5.90000000,0.476928,1033.00,180.0000,0.032000,88.42000,5897.00,1.269000,1.060000,0.24551,6.5000,256.01100000
"K2-111 b",2017,"Transit",5.35189630000,0.0565000000,1.83700000,5.35000000000000e+00,5.35000000,5.065359,1293.00,490.0000,0.134000,86.34000,5775.00,1.250000,0.840000,0.27875,12.3000,200.39400000
"Kepler-117 b",2014,"Transit",18.79592280000,0.1445000000,8.05900000,2.98750000000000e+01,29.87500000,0.300000,984.00,157.5410,0.049300,88.74000,6150.00,1.606000,1.129000,0.53776,5.3000,1455.57000000
"Kepler-139 f",2025,"Transit Timing Variations",355.00000000000,,6.67000000,3.60000000000000e+01,36.00000000,0.667000,,,,,5630.00,1.045000,1.078000,0.01598,2.8200,391.03800000
"Kepler-34 b",2011,"Transit",288.82200000000,1.0896000000,8.56400000,6.99200000000000e+01,69.92000000,0.613000,,,0.182000,90.35500,5913.00,1.161800,1.047900,0.17300,,1800.82000000
"MOA-2011-BLG-291L b",2018,"Microlensing",,0.6900000000,4.43000000,1.80000000000000e+01,18.00000000,1.140000,,,,,,,0.150000,,,4400.00000000
"OGLE-2019-BLG-0468L b",2022,"Microlensing",,3.2900000000,13.10000000,1.09015143601000e+03,1090.15143601,2.660000,,,,,,,0.920000,,,4400.00000000
"OGLE-2019-BLG-0960L b",2021,"Microlensing",,1.9000000000,1.39000000,2.50000000000000e+00,2.50000000,5.120000,,,,,,,0.500000,,,980.00000000
"KMT-2024-BLG-0404L c",2025,"Microlensing",,,4.33000000,1.73000000000000e+01,17.30000000,1.170000,,,,,,,0.090000,,,7210.00000000
"OGLE-2017-BLG-1375L b",2020,"Microlensing",,3.0400000000,12.40000000,3.58500000000000e+03,3585.00000000,10.300000,,,,,,,0.810000,,,3930.00000000
"TOI-1052 b",2023,"Transit",9.13970300000,0.0910300000,2.87000000,1.69000000000000e+01,16.90000000,3.930000,1135.00,246.0000,0.180000,87.53000,6146.00,1.264000,1.204000,0.38373,2.3000,129.80400000
"WASP-84 c",2023,"Transit",1.44688490000,0.0235900000,1.95000000,1.52000000000000e+01,15.20000000,11.200000,1329.00,1452.1800,,83.20000,5280.00,0.768000,0.853000,-0.32500,2.1000,100.58800000
"TOI-4010 c",2023,"Transit",5.41465400000,0.0580000000,5.93000000,2.03100000000000e+01,20.31000000,0.500000,907.00,112.0000,0.030000,88.80000,4960.00,0.830000,0.880000,-0.39960,6.1000,177.50400000
"K2-3 c",2015,"Transit",24.64672900000,0.1357000000,1.58200000,2.68000000000000e+00,2.68000000,3.700000,371.80,3.1700,0.048000,89.84000,3844.00,0.546000,0.549000,-1.23136,6.9000,44.07270000
"K2-3 d",2015,"Transit",44.55603000000,0.2014000000,1.45800000,2.20000000000000e+00,2.20000000,17.500000,305.20,1.4400,0.091000,89.82000,3844.00,0.546000,0.549000,-1.23136,6.9000,44.07270000
"KMT-2017-BLG-1057L b",2024,"Microlensing",,2.3600000000,5.19000000,2.35000000000000e+01,23.50000000,0.924000,,,,,,,0.570000,,,6500.00000000
"OGLE-2019-BLG-0362L b",2022,"Microlensing",,2.1800000000,13.10000000,1.03612060682000e+03,1036.12060682,2.530000,,,,,,,0.420000,,,5830.00000000
"KMT-2019-BLG-1339L b",2020,"Microlensing",,2.1500000000,13.70000000,3.97000000000000e+02,397.00000000,0.848000,,,,,,,0.480000,,,6120.00000000
"OGLE-2003-BLG-235L b",2004,"Microlensing",,4.3000000000,13.20000000,8.30000000000000e+02,830.00000000,1.980000,,,,,,,0.630000,,,5800.00000000
"OGLE-2012-BLG-0358L b",2013,"Microlensing",,0.8700000000,13.40000000,5.88000000000000e+02,588.00000000,1.340000,,,,,,,0.022000,,,1760.00000000
"OGLE-2015-BLG-1609L b",2025,"Microlensing",,,10.40000000,7.62788176800000e+01,76.27881768,0.373000,,,,,,,0.170000,,,3300.00000000
"KMT-2021-BLG-1077L c",2022,"Microlensing",,0.9300000000,10.60000000,7.94571017500000e+01,79.45710175,0.367000,,,,,,,0.140000,,,8240.00000000
"TOI-5344 b",2023,"Transit",3.79262200000,0.0404100000,10.60369574,1.30945303684000e+02,130.94530368,0.604000,689.00,38.0000,0.054000,87.15000,3747.00,0.588000,0.612000,-1.21254,10.9000,138.36700000
